participant_id,condition,participant_uid,image_path,trial_type,user_response,boundary_position,RT,encoding_RT
00015,Both_item_task,Both_item_task_00015,Objects\058a.jpg,Target,Target,Mid,1.6610770000002049,1.0065700999998626
00015,Both_item_task,Both_item_task_00015,Foils\scenes20.jpg,Foil,Foil,,1.0822081000001162,
00015,Both_item_task,Both_item_task_00015,Foils\090a.jpg,Foil,Foil,,1.029967299999953,
00015,Both_item_task,Both_item_task_00015,Objects\086a.jpg,Target,Foil,Post,1.524637999999868,1.308860500000037
00015,Both_item_task,Both_item_task_00015,Objects\126a.jpg,Target,Target,Mid,1.8844020999999884,2.924165099999982
00015,Both_item_task,Both_item_task_00015,Objects\043a.jpg,Target,Foil,Pre,1.900098799999796,1.273636399999987
00015,Both_item_task,Both_item_task_00015,Scenes\176b.jpg,Lure,Lure,Post,1.4933295999999243,2.2291938999999275
00015,Both_item_task,Both_item_task_00015,Scenes\136b.jpg,Lure,Lure,Post,1.567474499999662,2.7520790999999463
00015,Both_item_task,Both_item_task_00015,Objects\167b.jpg,Lure,Target,Pre,1.0834663999999066,1.238466100000096
00015,Both_item_task,Both_item_task_00015,Objects\050a.jpg,Target,Target,Post,1.3251868999996077,2.8455957999999555
00015,Both_item_task,Both_item_task_00015,Foils\scenes26.jpg,Foil,Lure,,2.772294500000044,
00015,Both_item_task,Both_item_task_00015,Objects\047a.jpg,Target,Foil,Pre,2.482354400000077,1.5643528000000515
00015,Both_item_task,Both_item_task_00015,Foils\020b.jpg,Foil,Foil,,2.828820799999903,
00015,Both_item_task,Both_item_task_00015,Objects\133b.jpg,Lure,Lure,Mid,1.2460931999999048,1.5896812999999383
00015,Both_item_task,Both_item_task_00015,Objects\065a.jpg,Target,Target,Pre,1.7177403999999117,1.1417134999999234
00015,Both_item_task,Both_item_task_00015,Scenes\068a.jpg,Target,Target,Mid,1.177756600000066,1.9491863999999168
00015,Both_item_task,Both_item_task_00015,Objects\060b.jpg,Lure,Foil,Post,1.6111834999996972,6.630259099999876
00015,Both_item_task,Both_item_task_00015,Objects\035b.jpg,Lure,Lure,Pre,1.6701579999999012,1.914628300000004
00015,Both_item_task,Both_item_task_00015,Foils\017a.jpg,Foil,Foil,,1.3544569000000592,
00015,Both_item_task,Both_item_task_00015,Scenes\137b.jpg,Lure,Foil,Pre,1.9146357999998145,1.2877441999999064
00015,Both_item_task,Both_item_task_00015,Scenes\095a.jpg,Target,Lure,Pre,2.519664100000228,1.9918373000000429
00015,Both_item_task,Both_item_task_00015,Scenes\025a.jpg,Target,Target,Pre,1.882303200000024,1.079911599999832
00015,Both_item_task,Both_item_task_00015,Scenes\070b.jpg,Lure,Lure,Post,1.9568829999998345,3.1697802999999567
00015,Both_item_task,Both_item_task_00015,Objects\098a.jpg,Target,Target,Pre,3.021448800000144,1.816139300000032
00015,Both_item_task,Both_item_task_00015,Objects\048a.jpg,Target,Lure,Mid,1.647485300000426,1.40844519999996
00015,Both_item_task,Both_item_task_00015,Scenes\080a.jpg,Target,Lure,Mid,1.72944920000009,2.9136277999998583
00015,Both_item_task,Both_item_task_00015,Scenes\119a.jpg,Target,Target,Mid,1.3800547999999253,1.5550261000000771
00015,Both_item_task,Both_item_task_00015,Scenes\154a.jpg,Target,Target,Mid,2.1439431000003424,1.144458100000065
00015,Both_item_task,Both_item_task_00015,Objects\061b.jpg,Lure,Foil,Mid,1.2030525999998645,1.868750400000181
00015,Both_item_task,Both_item_task_00015,Objects\187b.jpg,Lure,Foil,Mid,0.9025438999997276,0.8788982999999462
00015,Both_item_task,Both_item_task_00015,Objects\129a.jpg,Target,Target,Post,1.0256404000001569,1.185397299999977
00015,Both_item_task,Both_item_task_00015,Objects\034a.jpg,Target,Target,Post,0.8410202999998546,1.4269478000001072
00015,Both_item_task,Both_item_task_00015,Foils\scenes23.jpg,Foil,Target,,2.089227099999789,
00015,Both_item_task,Both_item_task_00015,Objects\089b.jpg,Lure,Target,Post,1.7720110000000204,1.4040135000000191
00015,Both_item_task,Both_item_task_00015,Objects\180b.jpg,Lure,Target,Mid,1.0992563000004338,1.796456199999966
00015,Both_item_task,Both_item_task_00015,Objects\067a.jpg,Target,Foil,Mid,1.2106682999997247,1.1361481000001277
00015,Both_item_task,Both_item_task_00015,Scenes\139a.jpg,Target,Target,Post,1.0341413000001012,1.7570227999999588
00015,Both_item_task,Both_item_task_00015,Scenes\038b.jpg,Lure,Lure,Post,1.467359000000215,1.7053329999998823
00015,Both_item_task,Both_item_task_00015,Objects\137b.jpg,Lure,Foil,Post,2.439712899999904,4.070774799999981
00015,Both_item_task,Both_item_task_00015,Objects\090b.jpg,Lure,Target,Pre,2.0530524999999216,1.519602599999871
00015,Both_item_task,Both_item_task_00015,Scenes\127a.jpg,Target,Target,Mid,1.565105399999993,1.807334699999956
00015,Both_item_task,Both_item_task_00015,Objects\189a.jpg,Target,Target,Pre,1.3819556999997076,1.1378107000000457
00015,Both_item_task,Both_item_task_00015,Scenes\023b.jpg,Lure,Target,Post,1.559987899999669,2.72989819999998
00015,Both_item_task,Both_item_task_00015,Objects\088b.jpg,Lure,Target,Mid,0.9783259999999244,2.316662899999983
00015,Both_item_task,Both_item_task_00015,Scenes\034a.jpg,Target,Target,Post,1.577186399999846,3.0500687000001108
00015,Both_item_task,Both_item_task_00015,Scenes\097b.jpg,Lure,Target,Pre,1.1501342000001389,3.4053854999999658
00015,Both_item_task,Both_item_task_00015,Objects\005a.jpg,Target,Target,Post,0.9279764999996588,1.0010694000000058
00015,Both_item_task,Both_item_task_00015,Objects\152b.jpg,Lure,Target,Post,1.1132254999997713,2.4329554000000826
00015,Both_item_task,Both_item_task_00015,Scenes\175b.jpg,Lure,Foil,Pre,1.2237786000000597,1.2265824999999495
00015,Both_item_task,Both_item_task_00015,Scenes\155b.jpg,Lure,Lure,Mid,1.9792268999999576,1.893221799999992
00015,Both_item_task,Both_item_task_00015,Scenes\122b.jpg,Lure,Foil,Mid,1.4976457000002483,2.024326100000053
00015,Both_item_task,Both_item_task_00015,Foils\101b.jpg,Foil,Foil,,0.8336306999999579,
00015,Both_item_task,Both_item_task_00015,Foils\105a.jpg,Foil,Foil,,0.9884696000003714,
00015,Both_item_task,Both_item_task_00015,Scenes\130b.jpg,Lure,Lure,Post,1.4063946000001124,2.749959299999773
00015,Both_item_task,Both_item_task_00015,Scenes\149b.jpg,Lure,Lure,Mid,7.988440000000082,2.291159600000128
00015,Both_item_task,Both_item_task_00015,Scenes\011a.jpg,Target,Lure,Mid,1.2546956000001046,1.5150198000001185
00015,Both_item_task,Both_item_task_00015,Scenes\037b.jpg,Lure,Lure,Mid,4.434149299999717,1.7363282999999683
00015,Both_item_task,Both_item_task_00015,Scenes\050a.jpg,Target,Target,Mid,1.257348799999818,1.4900282000003244
00015,Both_item_task,Both_item_task_00015,Scenes\141b.jpg,Lure,Lure,Pre,1.180567500000052,1.1608083999999508
00015,Both_item_task,Both_item_task_00015,Objects\030a.jpg,Target,Lure,Pre,1.4322839999999817,1.2131586000000425
00015,Both_item_task,Both_item_task_00015,Objects\148a.jpg,Target,Foil,Mid,1.4581296999999722,1.751096299999972
00015,Both_item_task,Both_item_task_00015,Objects\177a.jpg,Target,Lure,Mid,1.8870421000001445,1.210524200000009
00015,Both_item_task,Both_item_task_00015,Foils\042a.jpg,Foil,Foil,,1.050210800000059,
00015,Both_item_task,Both_item_task_00015,Foils\scenes12.jpg,Foil,Foil,,1.090738599999895,
00015,Both_item_task,Both_item_task_00015,Foils\098a.jpg,Foil,Foil,,1.070280399999774,
00015,Both_item_task,Both_item_task_00015,Scenes\020a.jpg,Target,Target,Post,1.760703399999784,2.403714900000068
00015,Both_item_task,Both_item_task_00015,Objects\072b.jpg,Lure,Target,Mid,1.477640699999938,1.5925749000002725
00015,Both_item_task,Both_item_task_00015,Scenes\059b.jpg,Lure,Target,Pre,1.323826100000133,1.238614699999971
00015,Both_item_task,Both_item_task_00015,Objects\045b.jpg,Lure,Foil,Pre,2.0554911999997785,2.381269599999996
00015,Both_item_task,Both_item_task_00015,Scenes\032b.jpg,Lure,Foil,Post,1.2038813000003756,2.7826218999998678
00015,Both_item_task,Both_item_task_00015,Foils\scenes18.jpg,Foil,Foil,,1.6825018999998065,
00015,Both_item_task,Both_item_task_00015,Scenes\111b.jpg,Lure,Foil,Mid,1.1406486999999288,2.5603916000000027
00015,Both_item_task,Both_item_task_00015,Foils\scenes6.jpg,Foil,Foil,,4.802764599999591,
00015,Both_item_task,Both_item_task_00015,Objects\013b.jpg,Lure,Target,Pre,2.0485391000001982,1.4080521000000772
00015,Both_item_task,Both_item_task_00015,Scenes\077b.jpg,Lure,Foil,Mid,1.7413855999998304,1.986915099999805
00015,Both_item_task,Both_item_task_00015,Foils\121a.jpg,Foil,Foil,,0.8860742000001665,
00015,Both_item_task,Both_item_task_00015,Objects\131b.jpg,Lure,Foil,Mid,1.6467805000002045,1.1030860000000755
00015,Both_item_task,Both_item_task_00015,Scenes\171b.jpg,Lure,Lure,Mid,1.954376599999705,1.0663752000000386
00016,Both_item_task,Both_item_task_00016,Scenes\044b.jpg,Lure,Lure,Pre,2.0363547000015387,2.054570800002693
00016,Both_item_task,Both_item_task_00016,Objects\150a.jpg,Target,Target,Post,1.9817892000028223,1.963343700001133
00016,Both_item_task,Both_item_task_00016,Objects\104a.jpg,Target,Lure,Mid,1.6482247999992978,0.8822325000001001
00016,Both_item_task,Both_item_task_00016,Objects\099b.jpg,Lure,Lure,Post,2.1379892000004475,1.583395699999528
00016,Both_item_task,Both_item_task_00016,Foils\scenes13.jpg,Foil,Foil,,2.0856806999981927,
00016,Both_item_task,Both_item_task_00016,Scenes\166a.jpg,Target,Target,Mid,1.8148499000017184,1.0728131999967443
00016,Both_item_task,Both_item_task_00016,Objects\142a.jpg,Target,Target,Mid,2.62020720000146,1.4531233000016073
00016,Both_item_task,Both_item_task_00016,Scenes\182b.jpg,Lure,Lure,Post,2.3504565000002917,1.4475967999969723
00016,Both_item_task,Both_item_task_00016,Objects\034a.jpg,Target,Target,Pre,1.689771400000609,0.9263968999985082
00016,Both_item_task,Both_item_task_00016,Foils\scenes20.jpg,Foil,Foil,,1.801582900003268,
00016,Both_item_task,Both_item_task_00016,Scenes\192a.jpg,Target,Foil,Post,1.6936921999986223,2.2990687000019534
00016,Both_item_task,Both_item_task_00016,Objects\125a.jpg,Target,Target,Pre,1.6033102000001236,1.4424032999995688
00016,Both_item_task,Both_item_task_00016,Foils\002a.jpg,Foil,Foil,,1.3545360999996774,
00016,Both_item_task,Both_item_task_00016,Scenes\082b.jpg,Lure,Lure,Mid,3.896198200000072,1.8878556000017848
00016,Both_item_task,Both_item_task_00016,Objects\129a.jpg,Target,Target,Mid,1.518477099998563,1.1603317000008246
00016,Both_item_task,Both_item_task_00016,Scenes\113a.jpg,Target,Target,Post,3.916648499998701,1.0210583000007318
00016,Both_item_task,Both_item_task_00016,Objects\153a.jpg,Target,Lure,Mid,2.596024499998748,1.228920000001381
00016,Both_item_task,Both_item_task_00016,Foils\scenes11.jpg,Foil,Foil,,1.6406079000007594,
00016,Both_item_task,Both_item_task_00016,Objects\144a.jpg,Target,Target,Post,1.4333656000017072,1.6651326000028348
00016,Both_item_task,Both_item_task_00016,Foils\057a.jpg,Foil,Lure,,2.6217187000002014,
00016,Both_item_task,Both_item_task_00016,Scenes\139a.jpg,Target,Target,Mid,2.19961880000119,1.097407799999928
00016,Both_item_task,Both_item_task_00016,Scenes\040b.jpg,Lure,Target,Pre,3.217573900001298,0.962917600001674
00016,Both_item_task,Both_item_task_00016,Objects\103a.jpg,Target,Target,Post,2.47438929999771,1.7912099999994098
00016,Both_item_task,Both_item_task_00016,Scenes\020a.jpg,Target,Target,Mid,2.5130165000009583,1.271734000001743
00016,Both_item_task,Both_item_task_00016,Scenes\027a.jpg,Target,Target,Mid,3.345352600001206,0.9934740999997302
00016,Both_item_task,Both_item_task_00016,Scenes\031b.jpg,Lure,Lure,Mid,1.919621799999732,2.014118499999313
00016,Both_item_task,Both_item_task_00016,Scenes\177a.jpg,Target,Foil,Post,2.04875919999904,1.644028900002013
00016,Both_item_task,Both_item_task_00016,Objects\183a.jpg,Target,Foil,Pre,2.086725299999671,0.9192333999999392
00016,Both_item_task,Both_item_task_00016,Objects\115a.jpg,Target,Target,Pre,3.841718200001196,0.7010894999984885
00016,Both_item_task,Both_item_task_00016,Objects\017b.jpg,Lure,Lure,Post,3.155105800000456,1.9368751000001796
00016,Both_item_task,Both_item_task_00016,Scenes\084a.jpg,Target,Target,Mid,1.5092624999997497,1.542044900001201
00016,Both_item_task,Both_item_task_00016,Scenes\123b.jpg,Lure,Lure,Pre,4.320589599999948,1.0855786000029184
00016,Both_item_task,Both_item_task_00016,Objects\117a.jpg,Target,Target,Pre,1.4029785000020638,1.2096504000001005
00016,Both_item_task,Both_item_task_00016,Scenes\045b.jpg,Lure,Lure,Mid,3.3798381999986304,1.7282817000013893
00016,Both_item_task,Both_item_task_00016,Scenes\093a.jpg,Target,Target,Pre,1.361437499999738,0.9328253000021504
00016,Both_item_task,Both_item_task_00016,Scenes\067b.jpg,Lure,Lure,Mid,2.8851238999995985,0.6989796999987448
00016,Both_item_task,Both_item_task_00016,Objects\028b.jpg,Lure,Lure,Pre,4.821492499999295,1.2318852999997034
00016,Both_item_task,Both_item_task_00016,Scenes\126b.jpg,Lure,Target,Mid,1.592557100000704,1.065046800002165
00016,Both_item_task,Both_item_task_00016,Objects\043a.jpg,Target,Lure,Pre,1.5765590999981214,2.188411299997824
00016,Both_item_task,Both_item_task_00016,Foils\scenes12.jpg,Foil,Foil,,1.8418498999999429,
00016,Both_item_task,Both_item_task_00016,Foils\scenes29.jpg,Foil,Lure,,4.307340800001839,
00016,Both_item_task,Both_item_task_00016,Scenes\010b.jpg,Lure,Target,Pre,1.5545736999993096,1.8118557000016156
00016,Both_item_task,Both_item_task_00016,Foils\scenes23.jpg,Foil,Foil,,1.8123444999982892,
00016,Both_item_task,Both_item_task_00016,Scenes\046b.jpg,Lure,Target,Pre,1.1904159000005166,1.0538563000009162
00016,Both_item_task,Both_item_task_00016,Objects\064a.jpg,Target,Target,Pre,3.3786422000011958,1.0843720000011672
00016,Both_item_task,Both_item_task_00016,Scenes\104b.jpg,Lure,Target,Post,2.2583415000008245,2.580755800001498
00016,Both_item_task,Both_item_task_00016,Foils\093b.jpg,Foil,Foil,,1.4768552000023192,
00016,Both_item_task,Both_item_task_00016,Scenes\071b.jpg,Lure,Target,Mid,4.901259300000675,1.260281800001394
00016,Both_item_task,Both_item_task_00016,Objects\072b.jpg,Lure,Lure,Mid,3.419103100000939,0.9704227999973228
00016,Both_item_task,Both_item_task_00016,Foils\scenes27.jpg,Foil,Foil,,1.201673399998981,
00016,Both_item_task,Both_item_task_00016,Foils\121a.jpg,Foil,Foil,,1.5527634999998554,
00016,Both_item_task,Both_item_task_00016,Foils\058a.jpg,Foil,Foil,,1.5823364999996556,
00016,Both_item_task,Both_item_task_00016,Objects\118a.jpg,Target,Lure,Post,1.3499742999993032,1.0362492999993265
00016,Both_item_task,Both_item_task_00016,Objects\184b.jpg,Lure,Lure,Pre,2.220930199997383,1.082589199999347
00016,Both_item_task,Both_item_task_00016,Scenes\103b.jpg,Lure,Target,Pre,2.8092036999987613,0.7550173999989056
00016,Both_item_task,Both_item_task_00016,Objects\063b.jpg,Lure,Lure,Post,2.274738399999478,1.7007847999993828
00016,Both_item_task,Both_item_task_00016,Scenes\152a.jpg,Target,Target,Mid,1.3458042999991449,0.8302918000008503
00016,Both_item_task,Both_item_task_00016,Objects\173b.jpg,Lure,Lure,Mid,1.6262295000015,1.6414288999985729
00016,Both_item_task,Both_item_task_00016,Objects\029a.jpg,Target,Target,Pre,1.6766118000014103,0.9789966999996976
00016,Both_item_task,Both_item_task_00016,Objects\065b.jpg,Lure,Lure,Mid,2.464123500001733,0.9540906000001996
00016,Both_item_task,Both_item_task_00016,Foils\086a.jpg,Foil,Foil,,2.309985100000631,
00016,Both_item_task,Both_item_task_00016,Scenes\083a.jpg,Target,Foil,Post,2.1309322000015527,0.8938682000007248
00016,Both_item_task,Both_item_task_00016,Scenes\162a.jpg,Target,Target,Post,1.415144099999452,1.2544095999983256
00016,Both_item_task,Both_item_task_00016,Objects\110b.jpg,Lure,Lure,Pre,1.53327260000151,0.9374267999992298
00016,Both_item_task,Both_item_task_00016,Scenes\086b.jpg,Lure,Lure,Pre,2.6881891999983054,0.8844018000017968
00016,Both_item_task,Both_item_task_00016,Objects\132b.jpg,Lure,Lure,Pre,1.9433671999977375,0.6769787000012002
00016,Both_item_task,Both_item_task_00016,Objects\126a.jpg,Target,Target,Post,2.734374799998477,2.006130800000392
00016,Both_item_task,Both_item_task_00016,Scenes\092a.jpg,Target,Target,Pre,1.6713012000000165,0.6574241000016627
00016,Both_item_task,Both_item_task_00016,Objects\100b.jpg,Lure,Target,Pre,2.5769064000014623,1.0374233000002278
