participant_id,condition,image_path,trial_type,user_response,boundary_position,RT
00047,item_only,Scenes\163a.jpg,Target,Lure,Pre,1.1906560999923386
00047,item_only,Foils\scenes27.jpg,Foil,Lure,,
00047,item_only,Scenes\111a.jpg,Target,Target,Mid,2.4144733999855816
00047,item_only,Foils\scenes20.jpg,Foil,Foil,,
00047,item_only,Objects\167b.jpg,Lure,Lure,,
00047,item_only,Objects\123a.jpg,Target,Lure,Mid,1.6848112999578009
00047,item_only,Objects\099a.jpg,Target,Target,Pre,2.8061878999578767
00047,item_only,Foils\105a.jpg,Foil,Lure,,
00047,item_only,Objects\119b.jpg,Lure,Lure,,
00047,item_only,Foils\090a.jpg,Foil,Foil,,
00047,item_only,Scenes\002a.jpg,Target,Target,Mid,0.7874322000425309
00047,item_only,Objects\005b.jpg,Lure,Lure,,
00047,item_only,Scenes\120b.jpg,Lure,Target,,
00047,item_only,Scenes\036a.jpg,Target,Lure,Mid,0.8058381000300869
00047,item_only,Scenes\131a.jpg,Target,Lure,Mid,0.8541198000311852
00047,item_only,Foils\093b.jpg,Foil,Foil,,
00047,item_only,Objects\124a.jpg,Target,Target,Pre,2.1090755999903195
00047,item_only,Foils\065a.jpg,Foil,Foil,,
00047,item_only,Foils\017a.jpg,Foil,Foil,,
00047,item_only,Objects\147b.jpg,Lure,Target,,
00047,item_only,Scenes\038a.jpg,Target,Target,Mid,0.9416204000008292
00047,item_only,Scenes\061b.jpg,Lure,Target,,
00047,item_only,Objects\158a.jpg,Target,Target,Mid,1.0130409999983383
00047,item_only,Objects\171a.jpg,Target,Target,Mid,2.616721900005359
00047,item_only,Scenes\022a.jpg,Target,Target,Mid,0.8367708000005223
00047,item_only,Scenes\096a.jpg,Target,Target,Pre,0.9689376999740488
00048,item_only,Objects\100a.jpg,Target,Foil,Mid,3.364287099999956
00048,item_only,Scenes\183b.jpg,Lure,Foil,,
00048,item_only,Objects\118b.jpg,Lure,Lure,,
00048,item_only,Objects\177b.jpg,Lure,Lure,,
00048,item_only,Foils\scenes14.jpg,Foil,Foil,,
00048,item_only,Objects\056b.jpg,Lure,Lure,,
00048,item_only,Scenes\160a.jpg,Target,Target,Mid,3.409186399999953
00048,item_only,Scenes\127a.jpg,Target,Target,Pre,3.405341599999929
00048,item_only,Scenes\134b.jpg,Lure,Lure,,
00048,item_only,Scenes\177a.jpg,Target,Target,Mid,4.031746200000043
00048,item_only,Objects\040a.jpg,Target,Target,Pre,1.0193183999999746
00048,item_only,Foils\scenes5.jpg,Foil,Lure,,
00048,item_only,Objects\158a.jpg,Target,Target,Pre,2.557735300000104
00048,item_only,Foils\scenes3.jpg,Foil,Foil,,
00048,item_only,Scenes\092a.jpg,Target,Target,Mid,3.6425742999999784
00048,item_only,Objects\021a.jpg,Target,Lure,Mid,2.185388699999976
00048,item_only,Foils\065a.jpg,Foil,Lure,,
00048,item_only,Objects\011a.jpg,Target,Target,Mid,3.423225400000092
00048,item_only,Foils\105a.jpg,Foil,Lure,,
00048,item_only,Objects\164a.jpg,Target,Target,Pre,3.488162900000134
00048,item_only,Objects\063a.jpg,Target,Target,Mid,3.316444600000068
00048,item_only,Foils\121a.jpg,Foil,Foil,,
00048,item_only,Foils\scenes12.jpg,Foil,Lure,,
00048,item_only,Objects\116b.jpg,Lure,Lure,,
00048,item_only,Scenes\072b.jpg,Lure,Target,,
00048,item_only,Foils\098a.jpg,Foil,Foil,,
00048,item_only,Foils\010a.jpg,Foil,Lure,,
00048,item_only,Foils\086a.jpg,Foil,Lure,,
00048,item_only,Scenes\158a.jpg,Target,Target,Pre,3.3600161000000526
00048,item_only,Objects\151a.jpg,Target,Target,Mid,1.468367599999965
00048,item_only,Foils\020b.jpg,Foil,Lure,,
00048,item_only,Foils\057a.jpg,Foil,Lure,,
00048,item_only,Objects\130b.jpg,Lure,Target,,
00048,item_only,Objects\003b.jpg,Lure,Target,,
00048,item_only,Foils\066a.jpg,Foil,Lure,,
00048,item_only,Scenes\141b.jpg,Lure,Target,,
00048,item_only,Objects\090a.jpg,Target,Target,Mid,3.8847604000000047
00048,item_only,Foils\scenes23.jpg,Foil,Lure,,
00048,item_only,Foils\082a.jpg,Foil,Foil,,
00048,item_only,Scenes\156b.jpg,Lure,Lure,,
00048,item_only,Scenes\166a.jpg,Target,Target,Mid,4.099089100000015
00048,item_only,Objects\146b.jpg,Lure,Target,,
00048,item_only,Objects\082a.jpg,Target,Target,Mid,2.913665499999979
00048,item_only,Foils\scenes13.jpg,Foil,Foil,,
00048,item_only,Objects\175b.jpg,Lure,Lure,,
00048,item_only,Objects\036b.jpg,Lure,Lure,,
00048,item_only,Scenes\097a.jpg,Target,Target,Mid,1.8958293999999116
00048,item_only,Objects\133b.jpg,Lure,Lure,,
00048,item_only,Scenes\184b.jpg,Lure,Lure,,
00048,item_only,Objects\179a.jpg,Target,Target,Pre,1.2697733999999627
00048,item_only,Scenes\139a.jpg,Target,Target,Pre,3.55084080000006
00048,item_only,Objects\180a.jpg,Target,Lure,Mid,3.552548199999819
00048,item_only,Objects\099b.jpg,Lure,Target,,
00048,item_only,Foils\scenes18.jpg,Foil,Foil,,
00048,item_only,Foils\018a.jpg,Foil,Foil,,
00048,item_only,Objects\020a.jpg,Target,Target,Pre,3.4126933999999665
00048,item_only,Scenes\145b.jpg,Lure,Target,,
00048,item_only,Scenes\147a.jpg,Target,Target,Pre,1.705476200000021
00048,item_only,Objects\161a.jpg,Target,Target,Mid,3.4620354999999563
00048,item_only,Scenes\116a.jpg,Target,Lure,Mid,1.2284789999998793
00048,item_only,Objects\070b.jpg,Lure,Lure,,
00048,item_only,Scenes\096b.jpg,Lure,Foil,,
00048,item_only,Foils\058a.jpg,Foil,Foil,,
00048,item_only,Scenes\133a.jpg,Target,Foil,Mid,1.033549199999925
00048,item_only,Scenes\008a.jpg,Target,Target,Pre,3.334850299999971
00048,item_only,Scenes\027a.jpg,Target,Target,Mid,2.3920817999999144
00048,item_only,Scenes\118a.jpg,Target,Target,Pre,2.2266270999999733
00048,item_only,Scenes\175b.jpg,Lure,Foil,,
00048,item_only,Foils\scenes26.jpg,Foil,Foil,,
00048,item_only,Objects\060b.jpg,Lure,Target,,
00048,item_only,Scenes\001b.jpg,Lure,Target,,
00048,item_only,Foils\scenes30.jpg,Foil,Foil,,
00048,item_only,Objects\067a.jpg,Target,Target,Mid,4.1743068999999196
00048,item_only,Scenes\079b.jpg,Lure,Lure,,
00048,item_only,Objects\178a.jpg,Target,Target,Pre,1.357927000000018
00048,item_only,Objects\098b.jpg,Lure,Target,,
00048,item_only,Foils\scenes4.jpg,Foil,Foil,,
00048,item_only,Objects\089a.jpg,Target,Target,Mid,3.3220890000000054
00048,item_only,Scenes\138b.jpg,Lure,Lure,,
00048,item_only,Scenes\034a.jpg,Target,Target,Mid,3.516320799999903
00048,item_only,Objects\081a.jpg,Target,Target,Mid,1.2442353999999796
00048,item_only,Scenes\085b.jpg,Lure,Target,,
00048,item_only,Scenes\132b.jpg,Lure,Target,,
00048,item_only,Scenes\095b.jpg,Lure,Lure,,
00048,item_only,Scenes\157a.jpg,Target,Target,Mid,3.3808060999999725
00048,item_only,Scenes\068b.jpg,Lure,Foil,,
00048,item_only,Foils\scenes16.jpg,Foil,Foil,,
00048,item_only,Scenes\031b.jpg,Lure,Target,,
00048,item_only,Objects\062a.jpg,Target,Lure,Pre,1.7058289999999945
00048,item_only,Scenes\104b.jpg,Lure,Target,,
00048,item_only,Scenes\114b.jpg,Lure,Target,,
00048,item_only,Scenes\014b.jpg,Lure,Target,,
00048,item_only,Scenes\180b.jpg,Lure,Lure,,
00048,item_only,Scenes\070b.jpg,Lure,Foil,,
00048,item_only,Scenes\054a.jpg,Target,Target,Mid,1.0810218000000305
00048,item_only,Objects\050a.jpg,Target,Target,Pre,4.032147000000123
00048,item_only,Scenes\126b.jpg,Lure,Foil,,
00048,item_only,Objects\097b.jpg,Lure,Lure,,
00048,item_only,Scenes\168a.jpg,Target,Target,Mid,1.7356519999999591
00048,item_only,Scenes\059a.jpg,Target,Target,Mid,2.7982805000000326
00048,item_only,Foils\049a.jpg,Foil,Lure,,
00048,item_only,Objects\112a.jpg,Target,Foil,Mid,1.8453205999999227
00048,item_only,Objects\114a.jpg,Target,Target,Mid,2.0747039999998838
00048,item_only,Scenes\063a.jpg,Target,Target,Pre,1.843059899999844
00048,item_only,Objects\091b.jpg,Lure,Target,,
00048,item_only,Scenes\011a.jpg,Target,Target,Mid,3.679833799999983
00048,item_only,Objects\054b.jpg,Lure,Target,,
00048,item_only,Objects\031b.jpg,Lure,Target,,
00048,item_only,Objects\186b.jpg,Lure,Lure,,
00048,item_only,Scenes\176a.jpg,Target,Target,Mid,3.4513904000000366
00048,item_only,Scenes\113b.jpg,Lure,Lure,,
00048,item_only,Objects\160a.jpg,Target,Target,Mid,3.8348389999998744
00048,item_only,Objects\075a.jpg,Target,Target,Mid,3.485138499999948
00048,item_only,Scenes\163a.jpg,Target,Target,Pre,1.987542099999928
00048,item_only,Objects\058a.jpg,Target,Target,Pre,1.9505234000000653
00048,item_only,Foils\050a.jpg,Foil,Lure,,
00048,item_only,Scenes\090a.jpg,Target,Lure,Mid,2.3089379000000463
00048,item_only,Scenes\129b.jpg,Lure,Lure,,
00048,item_only,Scenes\185a.jpg,Target,Target,Mid,1.444158899999934
00048,item_only,Foils\scenes1.jpg,Foil,Lure,,
00048,item_only,Objects\094b.jpg,Lure,Lure,,
00048,item_only,Scenes\058a.jpg,Target,Target,Mid,3.3398405000000366
00048,item_only,Scenes\192b.jpg,Lure,Target,,
00048,item_only,Objects\077b.jpg,Lure,Lure,,
00048,item_only,Foils\scenes17.jpg,Foil,Foil,,
00048,item_only,Scenes\164b.jpg,Lure,Lure,,
00048,item_only,Objects\101b.jpg,Lure,Target,,
00048,item_only,Objects\108b.jpg,Lure,Target,,
00048,item_only,Objects\172b.jpg,Lure,Target,,
00048,item_only,Scenes\009a.jpg,Target,Lure,Mid,2.223542099999918
00048,item_only,Objects\115a.jpg,Target,Target,Mid,2.065812199999982
00048,item_only,Scenes\033b.jpg,Lure,Target,,
00048,item_only,Objects\016a.jpg,Target,Target,Mid,1.009924399999818
00048,item_only,Scenes\119b.jpg,Lure,Target,,
00048,item_only,Scenes\098b.jpg,Lure,Lure,,
00048,item_only,Objects\087a.jpg,Target,Target,Mid,1.5875573999999233
00048,item_only,Foils\scenes6.jpg,Foil,Lure,,
00048,item_only,Objects\008a.jpg,Target,Target,Mid,2.4495019999999386
00048,item_only,Scenes\188a.jpg,Target,Lure,Pre,3.9485538000000133
00048,item_only,Foils\scenes28.jpg,Foil,Foil,,
00048,item_only,Objects\044b.jpg,Lure,Target,,
00048,item_only,Objects\041a.jpg,Target,Lure,Pre,2.19687759999988
00048,item_only,Objects\153b.jpg,Lure,Target,,
00048,item_only,Objects\102b.jpg,Lure,Lure,,
00048,item_only,Foils\scenes20.jpg,Foil,Foil,,
00048,item_only,Scenes\075a.jpg,Target,Target,Pre,2.8987293000000136
00048,item_only,Objects\023b.jpg,Lure,Target,,
00048,item_only,Objects\045b.jpg,Lure,Lure,,
00048,item_only,Scenes\091a.jpg,Target,Lure,Mid,1.2998572999999851
00048,item_only,Objects\086b.jpg,Lure,Lure,,
00049,item_only,Objects\130b.jpg,Lure,Target,,
00049,item_only,Scenes\085b.jpg,Lure,Target,,
00049,item_only,Foils\scenes11.jpg,Foil,Lure,,
00049,item_only,Scenes\121a.jpg,Target,Foil,Mid,1.816468700009864
00049,item_only,Objects\007b.jpg,Lure,Target,,
00049,item_only,Objects\044a.jpg,Target,Target,Pre,3.176491199992597
00049,item_only,Objects\141a.jpg,Target,Foil,Mid,3.153658399998676
00049,item_only,Objects\018b.jpg,Lure,Lure,,
00049,item_only,Objects\132a.jpg,Target,Target,Mid,2.498946800013073
00049,item_only,Foils\073a.jpg,Foil,Foil,,
00049,item_only,Objects\023a.jpg,Target,Target,Pre,3.241407099994831
00049,item_only,Scenes\012b.jpg,Lure,Lure,,
00049,item_only,Foils\scenes25.jpg,Foil,Foil,,
00049,item_only,Scenes\130b.jpg,Lure,Lure,,
00049,item_only,Objects\114a.jpg,Target,Lure,Mid,1.106695199967362
00049,item_only,Scenes\165a.jpg,Target,Target,Pre,2.1277086999616586
00049,item_only,Objects\072a.jpg,Target,Lure,Mid,2.1090522999875247
00049,item_only,Foils\scenes29.jpg,Foil,Foil,,
00049,item_only,Scenes\151b.jpg,Lure,Lure,,
00049,item_only,Scenes\117a.jpg,Target,Foil,Pre,0.9190180000150576
00049,item_only,Scenes\063b.jpg,Lure,Foil,,
00049,item_only,Scenes\031b.jpg,Lure,Lure,,
00049,item_only,Scenes\086b.jpg,Lure,Foil,,
00049,item_only,Objects\118a.jpg,Target,Target,Mid,1.064016900025308
00049,item_only,Scenes\140a.jpg,Target,Target,Pre,1.277146400010679
00049,item_only,Objects\100b.jpg,Lure,Lure,,
00049,item_only,Foils\scenes17.jpg,Foil,Foil,,
00049,item_only,Scenes\091a.jpg,Target,Lure,Mid,0.8067266999860294
00049,item_only,Objects\027b.jpg,Lure,Lure,,
00049,item_only,Scenes\103b.jpg,Lure,Foil,,
00049,item_only,Objects\028b.jpg,Lure,Lure,,
00049,item_only,Scenes\059a.jpg,Target,Target,Pre,2.6128544000093825
00049,item_only,Objects\005b.jpg,Lure,Lure,,
00049,item_only,Scenes\035b.jpg,Lure,Foil,,
00049,item_only,Objects\059b.jpg,Lure,Lure,,
00049,item_only,Scenes\098a.jpg,Target,Target,Pre,1.3611254999996163
00049,item_only,Objects\142b.jpg,Lure,Foil,,
00049,item_only,Scenes\177b.jpg,Lure,Lure,,
00049,item_only,Scenes\045b.jpg,Lure,Foil,,
00049,item_only,Objects\061b.jpg,Lure,Foil,,
00049,item_only,Objects\080b.jpg,Lure,Lure,,
00049,item_only,Foils\066a.jpg,Foil,Foil,,
00049,item_only,Scenes\062b.jpg,Lure,Target,,
00049,item_only,Objects\073a.jpg,Target,Lure,Mid,1.986059700022452
00049,item_only,Foils\086a.jpg,Foil,Lure,,
00049,item_only,Foils\106a.jpg,Foil,Foil,,
00049,item_only,Scenes\181b.jpg,Lure,Foil,,
00049,item_only,Scenes\072b.jpg,Lure,Lure,,
00049,item_only,Scenes\118a.jpg,Target,Target,Mid,3.699095199990552
00049,item_only,Scenes\113a.jpg,Target,Target,Pre,1.2611766000045463
00049,item_only,Objects\128b.jpg,Lure,Target,,
00049,item_only,Scenes\053b.jpg,Lure,Lure,,
00049,item_only,Foils\scenes12.jpg,Foil,Foil,,
00049,item_only,Scenes\138a.jpg,Target,Lure,Mid,2.453877000021748
00049,item_only,Objects\157a.jpg,Target,Lure,Pre,1.06990569998743
00049,item_only,Objects\143b.jpg,Lure,Lure,,
00049,item_only,Objects\049a.jpg,Target,Foil,Mid,3.630164199974388
00049,item_only,Scenes\150a.jpg,Target,Foil,Mid,1.3673934999969788
00049,item_only,Scenes\142a.jpg,Target,Target,Mid,0.8220165999955498
00049,item_only,Scenes\156a.jpg,Target,Target,Mid,0.9038520000176504
00049,item_only,Scenes\136a.jpg,Target,Target,Mid,0.8209502999670804
00049,item_only,Foils\017a.jpg,Foil,Foil,,
00049,item_only,Scenes\119b.jpg,Lure,Foil,,
00049,item_only,Foils\scenes27.jpg,Foil,Foil,,
00049,item_only,Scenes\089b.jpg,Lure,Lure,,
00049,item_only,Objects\084a.jpg,Target,Foil,Mid,2.57054829999106
00049,item_only,Scenes\146a.jpg,Target,Target,Mid,0.8841200999449939
00049,item_only,Objects\098a.jpg,Target,Lure,Mid,1.7234777999692596
00049,item_only,Objects\042a.jpg,Target,Target,Mid,0.7624359999899752
00049,item_only,Foils\098a.jpg,Foil,Foil,,
00049,item_only,Objects\164b.jpg,Lure,Lure,,
00049,item_only,Objects\002a.jpg,Target,Lure,Pre,6.040926899993792
00049,item_only,Objects\191b.jpg,Lure,Target,,
00049,item_only,Objects\039a.jpg,Target,Target,Mid,1.1475914999609813
00049,item_only,Objects\149a.jpg,Target,Lure,Mid,0.9266224000020884
00049,item_only,Objects\170a.jpg,Target,Target,Pre,1.266014599998016
00049,item_only,Objects\001a.jpg,Target,Target,Pre,1.07010780001292
00049,item_only,Scenes\033b.jpg,Lure,Foil,,
00049,item_only,Scenes\163b.jpg,Lure,Foil,,
00049,item_only,Scenes\049b.jpg,Lure,Lure,,
00049,item_only,Objects\081b.jpg,Lure,Target,,
00049,item_only,Foils\033a.jpg,Foil,Lure,,
00049,item_only,Objects\162a.jpg,Target,Lure,Mid,1.3534308999660425
00049,item_only,Objects\113a.jpg,Target,Lure,Pre,2.2791368999751285
00049,item_only,Foils\105a.jpg,Foil,Foil,,
00049,item_only,Scenes\092a.jpg,Target,Target,Mid,1.745498400006909
00049,item_only,Scenes\054b.jpg,Lure,Foil,,
00049,item_only,Foils\scenes22.jpg,Foil,Foil,,
00049,item_only,Scenes\182b.jpg,Lure,Target,,
00049,item_only,Objects\159a.jpg,Target,Lure,Pre,1.821584300021641
00049,item_only,Objects\020b.jpg,Lure,Target,,
00049,item_only,Foils\113a.jpg,Foil,Foil,,
00049,item_only,Scenes\007b.jpg,Lure,Lure,,
00049,item_only,Scenes\175b.jpg,Lure,Foil,,
00049,item_only,Objects\175b.jpg,Lure,Target,,
00049,item_only,Scenes\170b.jpg,Lure,Foil,,
00049,item_only,Scenes\180b.jpg,Lure,Lure,,
00049,item_only,Objects\060a.jpg,Target,Foil,Pre,1.4618079000501891
00049,item_only,Foils\074a.jpg,Foil,Foil,,
00049,item_only,Foils\scenes23.jpg,Foil,Foil,,
00049,item_only,Scenes\032a.jpg,Target,Lure,Mid,1.5534173999913037
00049,item_only,Foils\097a.jpg,Foil,Foil,,
00049,item_only,Objects\108a.jpg,Target,Target,Mid,2.1581833999953237
00049,item_only,Objects\120b.jpg,Lure,Target,,
00049,item_only,Scenes\069b.jpg,Lure,Target,,
00049,item_only,Foils\020b.jpg,Foil,Foil,,
00049,item_only,Scenes\153a.jpg,Target,Target,Mid,0.9208009000285527
00049,item_only,Foils\057a.jpg,Foil,Lure,,
00049,item_only,Foils\scenes4.jpg,Foil,Foil,,
00049,item_only,Scenes\079b.jpg,Lure,Foil,,
00049,item_only,Scenes\132b.jpg,Lure,Lure,,
00049,item_only,Scenes\046b.jpg,Lure,Foil,,
00049,item_only,Foils\scenes26.jpg,Foil,Target,,
00049,item_only,Foils\101b.jpg,Foil,Foil,,
00049,item_only,Scenes\067b.jpg,Lure,Lure,,
00049,item_only,Objects\031a.jpg,Target,Target,Mid,2.1293680000235327
00049,item_only,Objects\038b.jpg,Lure,Target,,
00049,item_only,Scenes\102a.jpg,Target,Foil,Mid,0.8508530000108294
00049,item_only,Scenes\061a.jpg,Target,Foil,Mid,1.9379136000061408
00049,item_only,Objects\112a.jpg,Target,Target,Mid,1.0372432000003755
00049,item_only,Scenes\018a.jpg,Target,Target,Pre,1.805172399966977
00049,item_only,Scenes\058a.jpg,Target,Target,Mid,2.366904499998782
00049,item_only,Scenes\047a.jpg,Target,Lure,Mid,0.9088575000059792
00049,item_only,Objects\182b.jpg,Lure,Lure,,
00049,item_only,Foils\082a.jpg,Foil,Foil,,
00049,item_only,Objects\076b.jpg,Lure,Lure,,
00049,item_only,Objects\166b.jpg,Lure,Target,,
00049,item_only,Objects\102b.jpg,Lure,Lure,,
00049,item_only,Foils\scenes20.jpg,Foil,Foil,,
00049,item_only,Scenes\186a.jpg,Target,Target,Pre,1.5647201999672689
00049,item_only,Objects\030a.jpg,Target,Lure,Mid,3.962426600046456
00049,item_only,Objects\190b.jpg,Lure,Foil,,
00049,item_only,Objects\135a.jpg,Target,Target,Mid,2.949016499973368
00049,item_only,Objects\034a.jpg,Target,Target,Mid,1.7487341999658383
00049,item_only,Foils\081a.jpg,Foil,Target,,
00049,item_only,Objects\024a.jpg,Target,Lure,Pre,1.975820100051351
00049,item_only,Objects\041b.jpg,Lure,Lure,,
00049,item_only,Scenes\039b.jpg,Lure,Foil,,
00049,item_only,Objects\077a.jpg,Target,Lure,Mid,1.2679164999863133
00049,item_only,Foils\scenes6.jpg,Foil,Foil,,
00049,item_only,Scenes\013a.jpg,Target,Foil,Mid,4.043256499979179
00049,item_only,Scenes\157a.jpg,Target,Foil,Mid,2.0912571999942884
00049,item_only,Scenes\097a.jpg,Target,Target,Pre,5.126363500021398
00049,item_only,Objects\051b.jpg,Lure,Target,,
00049,item_only,Foils\050a.jpg,Foil,Lure,,
00049,item_only,Scenes\167b.jpg,Lure,Foil,,
00049,item_only,Objects\176a.jpg,Target,Target,Mid,1.0930195999681018
00049,item_only,Objects\131a.jpg,Target,Lure,Mid,2.1432389999972656
00049,item_only,Objects\111a.jpg,Target,Lure,Pre,2.326825199997984
00049,item_only,Foils\scenes19.jpg,Foil,Foil,,
00050,item_only,Objects\048a.jpg,Target,Target,Pre,3.270592200002284
00050,item_only,Objects\039a.jpg,Target,Target,Pre,3.297224299996742
00050,item_only,Objects\020a.jpg,Target,Target,Mid,5.299466199998278
00050,item_only,Scenes\076b.jpg,Lure,Lure,,
00050,item_only,Scenes\019b.jpg,Lure,Target,,
00050,item_only,Objects\089b.jpg,Lure,Foil,,
00050,item_only,Objects\122b.jpg,Lure,Lure,,
00050,item_only,Objects\157a.jpg,Target,Target,Mid,3.29559930000687
00050,item_only,Objects\037b.jpg,Lure,Target,,
00050,item_only,Scenes\185a.jpg,Target,Lure,Mid,3.419319099994027
00050,item_only,Scenes\013b.jpg,Lure,Target,,
00050,item_only,Scenes\161a.jpg,Target,Lure,Mid,3.425139900005888
00050,item_only,Objects\123a.jpg,Target,Target,Mid,3.373279499995988
00050,item_only,Objects\098a.jpg,Target,Lure,Mid,3.3842143999936525
00050,item_only,Foils\033a.jpg,Foil,Foil,,
00050,item_only,Scenes\065a.jpg,Target,Lure,Pre,3.3555579999956535
00050,item_only,Scenes\125b.jpg,Lure,Lure,,
00050,item_only,Scenes\117b.jpg,Lure,Lure,,
00050,item_only,Scenes\112b.jpg,Lure,Lure,,
00050,item_only,Scenes\054a.jpg,Target,Target,Mid,3.3684291999961715
00050,item_only,Objects\111a.jpg,Target,Foil,Mid,8.02496739999333
00050,item_only,Scenes\016b.jpg,Lure,Lure,,
00050,item_only,Foils\105a.jpg,Foil,Foil,,
00050,item_only,Foils\073a.jpg,Foil,Foil,,
00050,item_only,Scenes\036b.jpg,Lure,Foil,,
00050,item_only,Foils\066a.jpg,Foil,Target,,
00050,item_only,Objects\112a.jpg,Target,Target,Pre,5.369974200002616
00050,item_only,Objects\069b.jpg,Lure,Lure,,
00050,item_only,Scenes\037b.jpg,Lure,Target,,
00050,item_only,Foils\scenes20.jpg,Foil,Foil,,
00050,item_only,Scenes\181a.jpg,Target,Target,Mid,3.3605967000039527
00050,item_only,Foils\020b.jpg,Foil,Foil,,
00050,item_only,Scenes\097a.jpg,Target,Target,Pre,3.486050500010606
00050,item_only,Scenes\165a.jpg,Target,Target,Mid,3.1080793000000995
00050,item_only,Objects\156a.jpg,Target,Target,Mid,4.830763299993123
00050,item_only,Foils\scenes7.jpg,Foil,Foil,,
00050,item_only,Objects\183b.jpg,Lure,Target,,
00050,item_only,Foils\scenes15.jpg,Foil,Foil,,
00050,item_only,Foils\042a.jpg,Foil,Foil,,
00050,item_only,Scenes\119b.jpg,Lure,Target,,
00050,item_only,Objects\170b.jpg,Lure,Lure,,
00050,item_only,Foils\026a.jpg,Foil,Foil,,
00050,item_only,Scenes\086a.jpg,Target,Target,Mid,2.915440500000841
00050,item_only,Scenes\078a.jpg,Target,Target,Mid,3.3249055000051158
00050,item_only,Scenes\129a.jpg,Target,Target,Mid,7.530105400001048
00050,item_only,Foils\098a.jpg,Foil,Foil,,
00050,item_only,Foils\121a.jpg,Foil,Foil,,
00050,item_only,Scenes\023b.jpg,Lure,Target,,
00050,item_only,Scenes\047b.jpg,Lure,Lure,,
00050,item_only,Objects\191b.jpg,Lure,Lure,,
00050,item_only,Foils\058a.jpg,Foil,Foil,,
00050,item_only,Scenes\062b.jpg,Lure,Target,,
00050,item_only,Objects\184a.jpg,Target,Target,Pre,4.24449789999926
00050,item_only,Scenes\150b.jpg,Lure,Lure,,
00050,item_only,Foils\scenes29.jpg,Foil,Foil,,
00050,item_only,Objects\095a.jpg,Target,Target,Pre,3.358091100002639
00050,item_only,Objects\067a.jpg,Target,Target,Mid,3.821852500012028
00050,item_only,Objects\043b.jpg,Lure,Target,,
00050,item_only,Foils\018a.jpg,Foil,Lure,,
00050,item_only,Objects\085b.jpg,Lure,Target,,
00050,item_only,Objects\046b.jpg,Lure,Lure,,
00050,item_only,Foils\017a.jpg,Foil,Foil,,
00050,item_only,Scenes\122a.jpg,Target,Target,Mid,3.3229610999987926
00050,item_only,Scenes\186b.jpg,Lure,Lure,,
00050,item_only,Objects\160b.jpg,Lure,Lure,,
00050,item_only,Objects\073a.jpg,Target,Lure,Mid,3.3108633999945596
00050,item_only,Scenes\050a.jpg,Target,Target,Pre,3.475396900001215
00050,item_only,Objects\100a.jpg,Target,Target,Mid,4.320183200004976
00050,item_only,Scenes\175a.jpg,Target,Target,Pre,3.263060900004348
00050,item_only,Scenes\066b.jpg,Lure,Target,,
00050,item_only,Objects\058a.jpg,Target,Lure,Mid,4.436098999998649
00050,item_only,Scenes\179b.jpg,Lure,Lure,,
00050,item_only,Objects\189a.jpg,Target,Lure,Mid,4.757176600003731
00050,item_only,Objects\124b.jpg,Lure,Lure,,
00050,item_only,Objects\129a.jpg,Target,Lure,Mid,4.166178800005582
00050,item_only,Scenes\116a.jpg,Target,Lure,Mid,2.9111354000051506
00050,item_only,Scenes\080b.jpg,Lure,Lure,,
00050,item_only,Foils\scenes30.jpg,Foil,Foil,,
00050,item_only,Scenes\124a.jpg,Target,Target,Mid,3.3753117000014754
00050,item_only,Objects\148a.jpg,Target,Target,Pre,3.634951900006854
00050,item_only,Foils\009a.jpg,Foil,Foil,,
00050,item_only,Scenes\005a.jpg,Target,Target,Pre,3.441679399998975
00050,item_only,Scenes\008a.jpg,Target,Target,Pre,3.2821219000034034
00050,item_only,Scenes\155a.jpg,Target,Target,Mid,3.5423800999997184
00050,item_only,Foils\081a.jpg,Foil,Lure,,
00050,item_only,Objects\050a.jpg,Target,Target,Mid,5.00555919999897
00050,item_only,Foils\050a.jpg,Foil,Lure,,
00050,item_only,Objects\056a.jpg,Target,Target,Pre,5.142310499999439
00050,item_only,Scenes\153a.jpg,Target,Target,Pre,3.4742588000081014
00050,item_only,Foils\049a.jpg,Foil,Foil,,
00050,item_only,Objects\113a.jpg,Target,Target,Mid,3.3669819999922765
00050,item_only,Foils\scenes28.jpg,Foil,Foil,,
00050,item_only,Scenes\167a.jpg,Target,Target,Mid,4.481239000000642
00050,item_only,Foils\scenes27.jpg,Foil,Lure,,
00050,item_only,Objects\057a.jpg,Target,Target,Pre,3.6609147999988636
00050,item_only,Scenes\069a.jpg,Target,Target,Mid,3.3622850999963703
00050,item_only,Objects\094b.jpg,Lure,Lure,,
00050,item_only,Objects\181a.jpg,Target,Target,Pre,4.023416500000167
00050,item_only,Objects\081b.jpg,Lure,Lure,,
00050,item_only,Objects\014b.jpg,Lure,Target,,
00050,item_only,Scenes\108b.jpg,Lure,Lure,,
00050,item_only,Scenes\182a.jpg,Target,Target,Mid,3.972843000010471
00050,item_only,Objects\144a.jpg,Target,Target,Pre,3.4790706999920076
00050,item_only,Objects\018b.jpg,Lure,Lure,,
00050,item_only,Scenes\169b.jpg,Lure,Lure,,
00050,item_only,Objects\075a.jpg,Target,Target,Mid,4.352574600008666
00050,item_only,Objects\077b.jpg,Lure,Lure,,
00050,item_only,Objects\162b.jpg,Lure,Lure,,
00050,item_only,Objects\022a.jpg,Target,Lure,Mid,5.354491600010078
